,nan_rate,n_unique,std,outlier_rate_z5,family
mfcc_09_median,0.0,29491,1.606873880720647,0.00030237871253863726,mfcc
mfcc_09_min,0.0,29708,4.998127642612178,0.0,mfcc
mfcc_09_skew,0.0,29752,0.4232544567144441,0.00026878107781212203,mfcc
mfcc_09_std,0.0,29752,0.9979582281555102,0.001209514850154549,mfcc
mfcc_10_iqr,0.0,29741,1.3130772198629137,0.002922994221206827,mfcc
mfcc_10_kurt,0.0,29752,0.6010774690721704,0.0025870178739416747,mfcc
mfcc_10_max,0.0,29703,4.0987588907661845,0.0031245800295659184,mfcc
mfcc_10_mean,0.0,29752,1.804299734910416,0.00040317161671818305,mfcc
mfcc_10_median,0.0,29528,1.5240616098097104,0.0006047574250772745,mfcc
mfcc_10_min,0.0,29696,4.432974587137121,0.00033597634726515254,mfcc
mfcc_10_skew,0.0,29752,0.3930738011699142,0.00033597634726515254,mfcc
mfcc_10_std,0.0,29752,0.9538281671127543,0.003191775299018949,mfcc
mfcc_11_iqr,0.0,29747,1.2380380841742076,0.0037965327240962236,mfcc
mfcc_11_kurt,0.0,29752,0.6193561602459036,0.0032589705684719795,mfcc
mfcc_11_max,0.0,29708,4.149672056697483,0.004838059400618196,mfcc
mfcc_11_mean,0.0,29752,1.725030131220023,0.0006719526945303051,mfcc
mfcc_11_median,0.0,29488,1.4619265579010519,0.0005375621556242441,mfcc
mfcc_11_min,0.0,29711,4.484056249576027,0.00013439053890606102,mfcc
mfcc_11_skew,0.0,29752,0.39456768518620766,0.00026878107781212203,mfcc
mfcc_11_std,0.0,29752,0.9905750883727408,0.004871657035344712,mfcc
mfcc_12_iqr,0.0,29749,1.1947516142894128,0.0034941540115575862,mfcc
mfcc_12_kurt,0.0,29752,0.7006939295917997,0.004569278322806075,mfcc
mfcc_12_max,0.0,29714,4.478454149089861,0.0061147695202257765,mfcc
mfcc_12_mean,0.0,29752,1.5239026452345852,0.0011423195807015187,mfcc
mfcc_12_median,0.0,29642,1.2923818139531515,0.00016798817363257627,mfcc
mfcc_12_min,0.0,29701,4.173929642245572,0.0004367692514446983,mfcc
mfcc_12_skew,0.0,29752,0.41639251551892903,0.0005039645208977288,mfcc
mfcc_12_std,0.0,29752,1.023385062354654,0.005644402634054563,mfcc
mfcc_13_iqr,0.0,29742,1.157983734854104,0.004972449939524257,mfcc
mfcc_13_kurt,0.0,29752,0.6786826883488328,0.0042668996102674375,mfcc
mfcc_13_max,0.0,29722,4.423011186076567,0.0051068404784303184,mfcc
mfcc_13_mean,0.0,29752,1.6147330745179542,0.0005039645208977288,mfcc
mfcc_13_median,0.0,29504,1.3383658735167137,0.0004367692514446983,mfcc
mfcc_13_min,0.0,29721,4.345513348761735,0.0005039645208977288,mfcc
mfcc_13_skew,0.0,29752,0.41678694696257174,0.00026878107781212203,mfcc
mfcc_13_std,0.0,29752,1.0129315544889232,0.005678000268781078,mfcc
mfcc_14_iqr,0.0,29747,1.1993664261443213,0.004703668861712135,mfcc
mfcc_14_kurt,0.0,29752,0.7235725492439172,0.005039645208977288,mfcc
mfcc_14_max,0.0,29716,4.686009045322502,0.004737266496438651,mfcc
mfcc_14_mean,0.0,29752,1.5544787654380914,0.001310307754334095,mfcc
mfcc_14_median,0.0,29689,1.3335381110086326,0.0009071361376159118,mfcc
mfcc_14_min,0.0,29714,4.21888509248196,0.00026878107781212203,mfcc
mfcc_14_skew,0.0,29752,0.406406621357717,0.0008063432334363661,mfcc
mfcc_14_std,0.0,29752,1.0871815595424956,0.00524123101733638,mfcc
mfcc_15_iqr,0.0,29746,1.167010729852473,0.005577207364601532,mfcc
mfcc_15_kurt,0.0,29752,0.7859100486176099,0.005678000268781078,mfcc
mfcc_15_max,0.0,29701,4.998326128046368,0.0025870178739416747,mfcc
mfcc_15_mean,0.0,29752,1.4908101029247067,0.0010751243112484881,mfcc
mfcc_15_median,0.0,29528,1.2330089783501552,0.0004367692514446983,mfcc
mfcc_15_min,0.0,29711,3.948890859229927,0.0008063432334363661,mfcc
mfcc_15_skew,0.0,29752,0.42601690159027655,0.0009743314070689423,mfcc
mfcc_15_std,0.0,29752,1.102839862425677,0.006316355328584868,mfcc
mfcc_16_iqr,0.0,29747,1.1394968164021044,0.0051740357478833494,mfcc
mfcc_16_kurt,0.0,29752,0.7806464828229527,0.005980378981319715,mfcc
mfcc_16_max,0.0,29705,4.747193514248448,0.0019822604488644,mfcc
mfcc_16_mean,0.0,29752,1.4589016412397777,0.0007727455987098508,mfcc
mfcc_16_median,0.0,29742,1.2566382529176543,0.0004367692514446983,mfcc
mfcc_16_min,0.0,29700,3.889336941696097,0.0,mfcc
mfcc_16_skew,0.0,29752,0.4159441104243395,0.00016798817363257627,mfcc
mfcc_16_std,0.0,29752,1.0964949624260394,0.0051068404784303184,mfcc
mfcc_17_iqr,0.0,29740,1.1164735762733577,0.006181964789678807,mfcc
mfcc_17_kurt,0.0,29752,0.885672357759577,0.006383550598037898,mfcc
mfcc_17_max,0.0,29709,5.25094315222843,0.0012767101196075796,mfcc
mfcc_17_mean,0.0,29752,1.3747216821709782,0.0008399408681628814,mfcc
mfcc_17_median,0.0,29499,1.170335797362882,0.00013439053890606102,mfcc
mfcc_17_min,0.0,29708,3.411427677951395,0.0005375621556242441,mfcc
mfcc_17_skew,0.0,29752,0.4334171712694781,0.0008063432334363661,mfcc
mfcc_17_std,0.0,29752,1.1285774184222481,0.003897325628275769,mfcc
mfcc_18_iqr,0.0,29747,1.0488047831469303,0.003830130358822739,mfcc
mfcc_18_kurt,0.0,29752,0.805065503755405,0.0042333019755409216,mfcc
mfcc_18_max,0.0,29715,4.638458572423345,0.001209514850154549,mfcc
mfcc_18_mean,0.0,29752,1.2383228868419394,0.001209514850154549,mfcc
mfcc_18_median,0.0,29697,1.044003049457189,0.00026878107781212203,mfcc
mfcc_18_min,0.0,29703,3.559390933869142,0.00016798817363257627,mfcc
mfcc_18_skew,0.0,29752,0.4173105515382618,0.00047036688617121356,mfcc
mfcc_18_std,0.0,29752,1.0447387241621213,0.002015858083590915,mfcc
mfcc_19_iqr,0.0,29738,0.975108738927485,0.004401290149173499,mfcc
mfcc_19_kurt,0.0,29752,0.8518948144446303,0.004938852304797742,mfcc
mfcc_19_max,0.0,29706,4.454123393877763,0.0005375621556242441,mfcc
mfcc_19_mean,0.0,29752,1.2088452552336582,0.0004367692514446983,mfcc
mfcc_19_median,0.0,29471,1.0143036907280512,0.00026878107781212203,mfcc
mfcc_19_min,0.0,29706,3.6451397712062463,0.00010079290417954576,mfcc
mfcc_19_skew,0.0,29752,0.4368591022874441,0.0,mfcc
mfcc_19_std,0.0,29752,1.021066958551325,0.0014111006585136407,mfcc
mfcc_d1_00_mean,0.0,29752,0.36168901157821565,0.00013439053890606102,mfcc
mfcc_d1_00_std,0.0,29752,1.656461258588853,6.719526945303051e-05,mfcc
mfcc_d1_01_mean,0.0,29752,0.13774076947871153,0.0,mfcc
mfcc_d1_01_std,0.0,29752,0.676233440738702,0.0,mfcc
mfcc_d1_02_mean,0.0,29752,0.06348059636808163,0.00013439053890606102,mfcc
mfcc_d1_02_std,0.0,29752,0.5295173325331759,0.0,mfcc
mfcc_d1_03_mean,0.0,29752,0.048973689229443895,0.00013439053890606102,mfcc
mfcc_d1_03_std,0.0,29752,0.3098938156190567,0.0,mfcc
mfcc_d1_04_mean,0.0,29752,0.02890737799549628,0.0014111006585136407,mfcc
mfcc_d1_04_std,0.0,29752,0.3642543216444042,0.0,mfcc
mfcc_d1_05_mean,0.0,29752,0.026857623519378784,0.0008063432334363661,mfcc
mfcc_d1_05_std,0.0,29752,0.22717906439918092,0.0,mfcc
mfcc_d1_06_mean,0.0,29752,0.01981180822970701,0.0010415266765219729,mfcc
mfcc_d1_06_std,0.0,29752,0.18573243380196558,0.00013439053890606102,mfcc
mfcc_d1_07_mean,0.0,29752,0.018899482927750292,0.00047036688617121356,mfcc
mfcc_d1_07_std,0.0,29752,0.16607591669019803,0.0,mfcc
mfcc_d1_08_mean,0.0,29752,0.017629005287146265,0.0006047574250772745,mfcc
mfcc_d1_08_std,0.0,29752,0.1415761645875958,0.00013439053890606102,mfcc
mfcc_d1_09_mean,0.0,29752,0.017005098700486287,0.0007055503292568204,mfcc
mfcc_d1_09_std,0.0,29752,0.14408088403757052,0.00047036688617121356,mfcc
mfcc_d1_10_mean,0.0,29752,0.016488002046203275,0.00023518344308560678,mfcc
mfcc_d1_10_std,0.0,29752,0.13565696143515624,0.002419029700309098,mfcc
mfcc_d1_11_mean,0.0,29752,0.01618441922440234,0.00040317161671818305,mfcc
mfcc_d1_11_std,0.0,29752,0.14387479155763003,0.003292568203198495,mfcc
mfcc_d1_12_mean,0.0,29752,0.016105454562251535,0.00030237871253863726,mfcc
mfcc_d1_12_std,0.0,29752,0.1459457856563899,0.003998118532455315,mfcc
mfcc_d1_13_mean,0.0,29752,0.015531408949771825,0.0006047574250772745,mfcc
mfcc_d1_13_std,0.0,29752,0.14672389880078165,0.0037629350893697085,mfcc
mfcc_d1_14_mean,0.0,29752,0.015875438317841252,0.0006719526945303051,mfcc
mfcc_d1_14_std,0.0,29752,0.15467815830938572,0.0037965327240962236,mfcc
mfcc_d1_15_mean,0.0,29752,0.01491486623468637,0.00040317161671818305,mfcc
mfcc_d1_15_std,0.0,29752,0.1562583147830739,0.0025870178739416747,mfcc
mfcc_d1_16_mean,0.0,29752,0.01485300905742058,0.00033597634726515254,mfcc
mfcc_d1_16_std,0.0,29752,0.15926412530928571,0.001847869909958339,mfcc
mfcc_d1_17_mean,0.0,29752,0.014063482603831962,0.0006719526945303051,mfcc
mfcc_d1_17_std,0.0,29752,0.16318981679751163,0.0009407337723424271,mfcc
mfcc_d1_18_mean,0.0,29752,0.013721688395564452,0.00026878107781212203,mfcc
mfcc_d1_18_std,0.0,29752,0.15574889547272733,0.0011087219459750034,mfcc
mfcc_d1_19_mean,0.0,29752,0.012690507439155748,0.00030237871253863726,mfcc
mfcc_d1_19_std,0.0,29752,0.15483832147029228,0.00033597634726515254,mfcc
mfcc_d2_00_mean,0.0,29752,0.12109419861767379,0.0010079290417954576,mfcc
mfcc_d2_00_std,0.0,29752,0.6291236582416396,6.719526945303051e-05,mfcc
mfcc_d2_01_mean,0.0,29752,0.04543724750452201,0.0,mfcc
mfcc_d2_01_std,0.0,29752,0.28417399764329,0.00010079290417954576,mfcc
mfcc_d2_02_mean,0.0,29752,0.025496750928631656,0.00020158580835909153,mfcc
mfcc_d2_02_std,0.0,29752,0.19304843618901885,3.3597634726515254e-05,mfcc
mfcc_d2_03_mean,0.0,29752,0.01840306093657459,0.00040317161671818305,mfcc
mfcc_d2_03_std,0.0,29752,0.11114740076586918,0.0,mfcc
mfcc_d2_04_mean,0.0,29752,0.015099328962343356,0.00033597634726515254,mfcc
mfcc_d2_04_std,0.0,29752,0.12034120082649352,3.3597634726515254e-05,mfcc
mfcc_d2_05_mean,0.0,29752,0.013975877169072818,0.00023518344308560678,mfcc
mfcc_d2_05_std,0.0,29752,0.08788902066450273,0.0,mfcc
mfcc_d2_06_mean,0.0,29752,0.012843342546481644,0.00030237871253863726,mfcc
mfcc_d2_06_std,0.0,29752,0.0809683885351838,0.0,mfcc
mfcc_d2_07_mean,0.0,29752,0.012540872323749088,0.00026878107781212203,mfcc
mfcc_d2_07_std,0.0,29752,0.07295624744487827,0.00026878107781212203,mfcc
mfcc_d2_08_mean,0.0,29752,0.01176683013553192,0.00013439053890606102,mfcc
mfcc_d2_08_std,0.0,29752,0.06441438578169402,0.0,mfcc
mfcc_d2_09_mean,0.0,29752,0.011736574746142333,0.00010079290417954576,mfcc
mfcc_d2_09_std,0.0,29752,0.06256977161367144,0.00013439053890606102,mfcc
mfcc_d2_10_mean,0.0,29752,0.011380190271270569,0.00020158580835909153,mfcc
mfcc_d2_10_std,0.0,29752,0.06123461804892271,0.0011423195807015187,mfcc
mfcc_d2_11_mean,0.0,29752,0.01109544339674923,6.719526945303051e-05,mfcc
mfcc_d2_11_std,0.0,29752,0.06149902127430591,0.0014111006585136407,mfcc
mfcc_d2_12_mean,0.0,29752,0.011110407992354143,0.00010079290417954576,mfcc
mfcc_d2_12_std,0.0,29752,0.06243015580492869,0.002519822604488644,mfcc
mfcc_d2_13_mean,0.0,29752,0.010664986694364166,0.00020158580835909153,mfcc
mfcc_d2_13_std,0.0,29752,0.0607494766878635,0.0017806746405053084,mfcc
mfcc_d2_14_mean,0.0,29752,0.010775021815801608,3.3597634726515254e-05,mfcc
mfcc_d2_14_std,0.0,29752,0.06144970219492504,0.0018142722752318237,mfcc
mfcc_d2_15_mean,0.0,29752,0.01059217237575651,0.00020158580835909153,mfcc
mfcc_d2_15_std,0.0,29752,0.06235326444508247,0.0018142722752318237,mfcc
mfcc_d2_16_mean,0.0,29752,0.010223153077005028,0.00016798817363257627,mfcc
mfcc_d2_16_std,0.0,29752,0.061845971020796794,0.0017134793710522778,mfcc
mfcc_d2_17_mean,0.0,29752,0.009741394012779464,0.00033597634726515254,mfcc
mfcc_d2_17_std,0.0,29752,0.06371051801973605,0.0011087219459750034,mfcc
mfcc_d2_18_mean,0.0,29752,0.00955020106539317,0.00013439053890606102,mfcc
mfcc_d2_18_std,0.0,29752,0.06049218466850282,0.0004367692514446983,mfcc
mfcc_d2_19_mean,0.0,29752,0.008990060377154321,6.719526945303051e-05,mfcc
mfcc_d2_19_std,0.0,29752,0.060807468516117874,0.001209514850154549,mfcc
peak_amplitude,0.0,23987,0.1205448738710166,0.0,other
prosody_cpps,0.0,29752,1.1618124163425336,0.0,prosody
prosody_f0_iqr,0.0,29752,35.77244214079946,0.0014111006585136407,prosody
prosody_f0_kurt,0.0,29752,4.5350060720798115,0.0059467813465932,prosody
prosody_f0_max,0.0,29752,89.38490481093835,0.0,prosody
prosody_f0_mean,0.0,29752,61.32738700218583,0.0,prosody
prosody_f0_median,0.0,29752,66.10378900842862,0.0,prosody
prosody_f0_min,0.0,29752,43.64377863082926,0.001310307754334095,prosody
prosody_f0_skew,0.0,29752,1.3926698511921896,6.719526945303051e-05,prosody
prosody_f0_slope_abs_mean,0.0,29752,412.58587173424473,0.001847869909958339,prosody
prosody_f0_std,0.0,29752,19.714229369546086,0.00013439053890606102,prosody
prosody_f1_bw_median,0.0,29752,80.90087628460769,0.0,prosody
prosody_f1_mean,0.0,29752,76.22828827330781,0.00033597634726515254,prosody
prosody_f1_median,0.0,29752,72.80614438221205,0.0013439053890606102,prosody
prosody_f1_std,0.0,29752,90.25294586552843,0.0,prosody
prosody_f2_bw_median,0.0,29752,124.55552285608978,0.0,prosody
prosody_f2_mean,0.0,29752,107.99647214332568,0.0,prosody
prosody_f2_median,0.0,29752,105.74207070835247,0.0,prosody
prosody_f2_std,0.0,29752,79.01551071325434,0.0,prosody
prosody_f3_bw_median,0.0,29752,91.08938701533324,0.0,prosody
prosody_f3_mean,0.0,29752,90.73186536829611,0.0,prosody
prosody_f3_median,0.0,29752,110.64858805391971,0.0,prosody
prosody_f3_std,0.0,29752,66.2231863548605,0.0,prosody
prosody_f4_mean,0.0,29752,106.93801286118571,0.0,prosody
prosody_f4_median,0.0,29752,131.75574833064718,0.0,prosody
prosody_f4_std,0.0,29752,54.510159132346104,0.0,prosody
prosody_f5_mean,0.0,29752,81.15446861275146,0.00036957398199166777,prosody
prosody_f5_median,0.0,29752,74.19987082880355,0.003863727993549254,prosody
prosody_f5_std,0.0,29752,56.32740631076749,0.0013775030237871255,prosody
prosody_hnr_max,0.0,29752,3.839678452314339,0.0,prosody
prosody_hnr_mean,0.0,29752,2.5355593985983287,0.0,prosody
prosody_hnr_median,0.0,29752,2.6701709739219495,0.0,prosody
prosody_hnr_min,0.0,29752,3.250918894374975,0.004367692514446983,prosody
prosody_hnr_std,0.0,29752,0.8048681392832997,0.00020158580835909153,prosody
prosody_intensity_iqr,0.0,29752,6.831870532679341,0.0,prosody
prosody_intensity_kurt,0.0,29752,1.4954039656124936,0.0032589705684719795,prosody
prosody_intensity_max,0.0,29752,1.7362539656439828,0.0,prosody
prosody_intensity_mean,0.0,29752,4.267553598395553,0.0,prosody
prosody_intensity_median,0.0,29752,5.100628085583514,0.0,prosody
prosody_intensity_min,0.0,29752,9.881592348775607,0.00020158580835909153,prosody
prosody_intensity_skew,0.0,29752,0.46099945804839276,0.0008399408681628814,prosody
prosody_intensity_std,0.0,29752,3.0039802936029862,3.3597634726515254e-05,prosody
prosody_jitter_ddp,0.0,29752,0.021104283025644297,0.00030237871253863726,prosody
prosody_jitter_local,0.0,29752,0.012533558732097588,0.00033597634726515254,prosody
prosody_jitter_ppq5,0.00026878107781212203,29744,0.007761895430013678,0.0010751243112484881,prosody
prosody_jitter_rap,0.0,29752,0.007034761008548099,0.00030237871253863726,prosody
prosody_mean_voiced_seg_s,0.0,3484,0.1464893572302018,0.006820319849482596,prosody
prosody_n_voiced_segments,0.0,37,4.418317904074706,0.0005375621556242441,prosody
prosody_pause_fraction,0.0,6887,0.12214891901967587,0.0,prosody
prosody_shimmer_apq11,0.1129888455852708,26389,0.1027307047233368,0.0037629350893697085,prosody
prosody_shimmer_apq3,0.00026878107781212203,29744,0.023865437619350973,0.0010079290417954576,prosody
prosody_shimmer_apq5,0.005745195538234108,29581,0.04130340687674839,0.0032253729337454644,prosody
prosody_shimmer_dda,0.00026878107781212203,29744,0.07159631285805293,0.0010079290417954576,prosody
prosody_shimmer_local,0.0,29752,0.03168622861861615,0.00013439053890606102,prosody
prosody_shimmer_localdb,0.0,29752,0.18516404269037195,0.00023518344308560678,prosody
prosody_voiced_fraction,0.0,6887,0.12214891901967588,0.0,prosody
prosody_voiced_rate_per_s,0.0,1912,1.5033173194415663,3.3597634726515254e-05,prosody
spectral_band_0_500_mean,0.0,29752,0.10158644023110326,0.0,spectral
spectral_band_0_500_std,0.0,29752,0.07012101529452196,0.0,spectral
spectral_band_1000_2000_mean,0.0,29752,0.0333287313464275,0.0043004972449939526,spectral
spectral_band_1000_2000_std,0.0,29752,0.05321655783848643,0.00013439053890606102,spectral
spectral_band_2000_3000_mean,0.0,29752,0.013016461930524637,0.0042668996102674375,spectral
spectral_band_2000_3000_std,0.0,29752,0.026331342834017068,0.0028893965864803116,spectral
spectral_band_3000_4000_mean,0.0,29752,0.007560826766956417,0.0032253729337454644,spectral
spectral_band_3000_4000_std,0.0,29752,0.018314115111882894,0.0025870178739416747,spectral
spectral_band_4000_5000_mean,0.0,29752,0.007334939396049127,0.006450745867490929,spectral
spectral_band_4000_5000_std,0.0,29752,0.01878970085301068,0.0041997043408144065,spectral
spectral_band_5000_6000_mean,0.0,29752,0.009020072782836107,0.005980378981319715,spectral
spectral_band_5000_6000_std,0.0,29752,0.02197014470625635,0.001847869909958339,spectral
spectral_band_500_1000_mean,0.0,29752,0.0650409221154166,0.0,spectral
spectral_band_500_1000_std,0.0,29752,0.06206766937700227,0.0,spectral
spectral_band_6000_8000_mean,0.0,29752,0.020752064912261645,0.005812390807687139,spectral
spectral_band_6000_8000_std,0.0,29752,0.047405336869148225,0.0005039645208977288,spectral
spectral_bandwidth_iqr,0.0,29752,214.10673949550082,0.004535680688079559,spectral
spectral_bandwidth_kurt,0.0,29752,9.034453204828816,0.0021166509877704608,spectral
spectral_bandwidth_max,0.0,29738,532.7807209752123,0.0,spectral
spectral_bandwidth_mean,0.0,29752,150.93696703503562,0.00016798817363257627,spectral
spectral_bandwidth_median,0.0,29752,81.50767724233611,0.002788603682300766,spectral
spectral_bandwidth_min,0.0,26712,53.021661573196944,0.0,spectral
spectral_bandwidth_skew,0.0,29752,1.0891364542695847,0.00016798817363257627,spectral
spectral_bandwidth_std,0.0,29752,185.0779144923958,0.0,spectral
spectral_centroid_iqr,0.0,29752,272.1509102498792,0.004434887783900014,spectral
spectral_centroid_kurt,0.0,29752,15.931169473042194,0.003830130358822739,spectral
spectral_centroid_max,0.0,29706,1531.3288502088453,0.0,spectral
spectral_centroid_mean,0.0,29752,232.73302929439944,0.0020494557183174307,spectral
spectral_centroid_median,0.0,29752,118.77550372399124,0.002956591855933342,spectral
spectral_centroid_min,0.0,26712,39.6284887498159,0.0,spectral
spectral_centroid_skew,0.0,29752,1.5427792583678377,0.0007055503292568204,spectral
spectral_centroid_std,0.0,29752,375.68441693317214,0.0,spectral
spectral_contrast_0_mean,0.0,29752,1.7624662325851983,0.0,spectral
spectral_contrast_0_std,0.0,29752,0.678377367613921,0.0,spectral
